0.1,0.032,0,0,0
0.1,0.03,0,0,0
0.1,0.025,0,0,0
0.1,0.0278,0,0,0
0.1,0.0295,0,0,0
0.1,0.034,0,1,1
0.2,0.0699,0,0,0
0.2,0.0798,0,0,0
0.2,0.0795,0,0,0
0.2,0.0815,0,0,0
0.2,0.0799,0,1,1
0.2,0.077,0,0,0
0.2,0.0698,0,0,0
0.2,0.0632,0,0,0
0.2,0.079,0,0,0
0.3,0.0329,0,0,0
0.3,0.0328,0,0,1
0.4,0.0198,0,1,0
0.4,0.026,0,0,0
0.4,0.023,0,0,0
0.4,0.0198,1,0,0
0.4,0.022,0,0,0
0.4,0.0249,0,0,0
0.4,0.028,0,0,0
0.4,0.0218,1,0,0
0.4,0.0188,0,0,0
0.4,0.0239,0,0,0
0.4,0.021,0,0,0
0.4,0.027,0,1,0
0.4,0.031,0,0,0
0.4,0.024,0,0,0
0.4,0.0278,0,0,0
0.4,0.0225,0,0,0
0.4,0.0248,0,0,0
0.4,0.0215,0,0,0
0.4,0.0235,0,0,0
0.4,0.032,0,0,0
0.4,0.0195,0,0,0
0.4,0.025,0,0,0
0.4,0.019,1,0,0
0.4,0.0118,0,1,1
0.4,0.0258,0,0,0
0.4,0.0178,0,0,0
0.4,0.0148,0,0,0
0.4,0.0298,0,0,0
0.5,0.0198,0,0,0
0.5,0.0349,0,0,0
0.5,0.04,0,0,0
0.5,0.034,0,0,0
0.5,0.03,0,1,1
0.5,0.032,0,0,0
0.5,0.0355,0,0,0
0.5,0.0275,0,0,0
0.5,0.035,0,0,0
0.5,0.0215,1,0,0
0.5,0.0198,1,0,0
0.5,0.039,0,0,0
0.5,0.0369,0,0,0
0.5,0.026,0,0,0
0.5,0.0338,0,0,0
0.5,0.0335,0,0,0
0.5,0.033,0,0,0
0.5,0.0325,0,0,0
0.5,0.0363,0,0,0
0.5,0.022,0,0,0
0.5,0.02,1,0,0
0.5,0.025,0,0,0
0.5,0.0248,0,0,0
0.5,0.0299,0,0,0
0.5,0.024,0,0,0
0.6,0.0869,0,0,0
0.6,0.0788,0,0,0
0.6,0.0899,0,0,0
0.6,0.0728,0,0,0
0.6,0.0699,0,0,0
0.6,0.069,0,0,0
0.6,0.0698,0,0,0
0.6,0.0749,0,0,0
0.6,0.0798,0,1,1
0.6,0.0799,0,0,0
0.6,0.0599,0,0,0
0.6,0.0845,0,0,0
0.7,0.0611,0,0,0
0.7,0.065,0,0,0
0.7,0.059,0,0,1
0.7,0.0658,0,0,0
0.8,0.0718,0,0,0
0.8,0.0698,0,0,1
0.8,0.0699,0,0,0
0.9,0.0798,0,0,0
0.9,0.0786,0,1,1
0.9,0.0409,0,0,0
0.9,0.0818,0,0,0
0.9,0.0648,0,0,0
0.9,0.0572,0,0,0
0.11,0.0647,0,0,0
0.11,0.054,0,0,0
0.11,0.0658,1,0,0
0.11,0.0629,0,0,0
0.11,0.065,0,0,0
0.11,0.048,0,0,0
0.11,0.066,0,0,0
0.11,0.063,0,1,0
0.11,0.068,0,0,0
0.11,0.0695,0,0,0
0.11,0.0568,0,0,0
0.11,0.052,0,0,0
0.11,0.0406,0,0,0
0.11,0.0468,0,0,0
0.11,0.069,0,0,0
0.11,0.0445,0,0,0
0.11,0.044,0,0,0
0.11,0.042,0,0,0
0.11,0.048,1,0,0
0.11,0.05,0,1,1
0.11,0.0649,0,0,0
0.11,0.06,0,0,0
0.11,0.0451,0,0,0
0.11,0.0498,0,0,0
0.11,0.045,0,0,0
0.11,0.0508,0,0,0
0.11,0.0635,0,0,0
0.12,0.0499,0,0,0
0.12,0.044,0,0,0
0.12,0.0535,0,0,0
0.12,0.0498,0,0,0
0.12,0.056,0,0,0
0.12,0.0479,0,0,0
0.12,0.0425,0,0,0
0.12,0.045,0,0,0
0.12,0.0629,0,0,0
0.12,0.05,0,0,0
0.12,0.06,0,0,0
0.12,0.055,0,0,0
0.12,0.052,0,0,0
0.12,0.049,0,1,1
0.12,0.0495,0,0,0
0.12,0.04,0,0,0
0.12,0.036,0,0,0
0.12,0.057,0,0,0
0.12,0.058,0,0,0
0.13,0.0365,0,0,0
0.13,0.027,0,0,0
0.13,0.0375,0,0,0
0.13,0.0395,0,1,1
0.14,0.039,0,0,0
0.14,0.036,0,0,1
0.15,0.0159,0,0,0
0.15,0.0138,0,0,0
0.15,0.01,0,0,0
0.15,0.0099,0,0,0
0.15,0.0119,0,0,0
0.15,0.012,0,0,0
0.15,0.0129,0,0,0
0.15,0.016,0,0,0
0.15,0.013,0,0,0
0.15,0.0104,0,1,1
0.15,0.01,1,0,0
0.15,0.0095,0,0,0
0.15,0.0125,0,0,0
0.15,0.015,0,0,0
0.15,0.0099,1,0,0
0.15,0.0145,0,0,0
0.15,0.0094,0,0,0
0.15,0.0149,0,0,0
